# Unnamed: 0_level_1,Tanggal Unnamed: 1_level_1,Komoditas Bawang Merah Bawang Putih Bonggol Beras Medium Beras premium Beras SPHP Brokoli Cabe Merah Besar Cabe Merah Keriting Cabe Rawit Merah Daging Ayam Ras Daging Sapi Murni Gula Pasir Konsumsi Jagung Pipilan Kering Kacang Panjang Kedelai Biji Kering (Impor) Minyak Goreng Kemasan Pakcoy Sawi Putih Telur Ayam Ras Tepung Terigu Kemasan Terong Timun Tomat Wortel,Harga (Rp/Kg) Unnamed: 3_level_1
596,2026-05-04,Brokoli,21000
597,2026-05-04,Kacang Panjang,8000
598,2026-05-04,Terong,8000
599,2026-05-04,Timun,8000
600,2026-05-04,Tomat,17000
601,2026-04-30,Beras Medium,12993
602,2026-04-30,Gula Pasir Konsumsi,17692
603,2026-04-30,Minyak Goreng Kemasan,21833
604,2026-04-30,Daging Ayam Ras,34458
605,2026-04-30,Telur Ayam Ras,27083
606,2026-04-30,Daging Sapi Murni,149167
607,2026-04-30,Bawang Merah,38000
608,2026-04-30,Cabe Merah Keriting,37400
609,2026-04-30,Cabe Merah Besar,45000
610,2026-04-30,Jagung Pipilan Kering,6067
611,2026-04-30,Kedelai Biji Kering (Impor),10710
612,2026-04-30,Bawang Putih Bonggol,30364
613,2026-04-30,Cabe Rawit Merah,53500
614,2026-04-30,Beras premium,14633
615,2026-04-30,Beras SPHP,12400
616,2026-04-30,Tepung Terigu Kemasan,11464
617,2026-04-30,Sawi Putih,7000
618,2026-04-30,Pakcoy,8000
619,2026-04-30,Wortel,12000
620,2026-04-30,Brokoli,22000
621,2026-04-30,Kacang Panjang,8000
622,2026-04-30,Terong,8000
623,2026-04-30,Timun,7000
624,2026-04-30,Tomat,16000
625,2026-04-27,Beras Medium,13322
626,2026-04-27,Gula Pasir Konsumsi,17750
627,2026-04-27,Minyak Goreng Kemasan,22080
628,2026-04-27,Daging Ayam Ras,34190
629,2026-04-27,Telur Ayam Ras,27160
630,2026-04-27,Daging Sapi Murni,147647
631,2026-04-27,Bawang Merah,39138
632,2026-04-27,Cabe Merah Keriting,37870
633,2026-04-27,Cabe Merah Besar,41917
634,2026-04-27,Jagung Pipilan Kering,6100
635,2026-04-27,Kedelai Biji Kering (Impor),10758
636,2026-04-27,Bawang Putih Bonggol,31370
637,2026-04-27,Cabe Rawit Merah,53043
638,2026-04-27,Beras premium,14726
639,2026-04-27,Beras SPHP,12493
640,2026-04-27,Tepung Terigu Kemasan,11800
641,2026-04-27,Sawi Putih,7000
642,2026-04-27,Pakcoy,9000
643,2026-04-27,Wortel,14000
644,2026-04-27,Brokoli,22000
645,2026-04-27,Kacang Panjang,8000
646,2026-04-27,Terong,7000
647,2026-04-27,Timun,8000
648,2026-04-27,Tomat,17000
649,2026-04-23,Beras Medium,13313
650,2026-04-23,Gula Pasir Konsumsi,18060
651,2026-04-23,Minyak Goreng Kemasan,21833
652,2026-04-23,Daging Ayam Ras,34381
653,2026-04-23,Telur Ayam Ras,27896
654,2026-04-23,Daging Sapi Murni,147647
655,2026-04-23,Bawang Merah,39429
656,2026-04-23,Cabe Merah Keriting,38304
657,2026-04-23,Cabe Merah Besar,40833
658,2026-04-23,Jagung Pipilan Kering,6125
659,2026-04-23,Kedelai Biji Kering (Impor),10733
660,2026-04-23,Bawang Putih Bonggol,31538
661,2026-04-23,Cabe Rawit Merah,56043
662,2026-04-23,Beras premium,14731
663,2026-04-23,Beras SPHP,12460
664,2026-04-23,Tepung Terigu Kemasan,11820
665,2026-04-23,Sawi Putih,8000
666,2026-04-23,Pakcoy,9000
667,2026-04-23,Wortel,14000
668,2026-04-23,Brokoli,20000
669,2026-04-23,Kacang Panjang,9000
670,2026-04-23,Terong,8000
671,2026-04-23,Timun,8000
672,2026-04-23,Tomat,20000
673,2026-04-20,Beras Medium,13269
674,2026-04-20,Gula Pasir Konsumsi,18288
675,2026-04-20,Minyak Goreng Kemasan,22080
676,2026-04-20,Daging Ayam Ras,34833
677,2026-04-20,Telur Ayam Ras,28120
678,2026-04-20,Daging Sapi Murni,147647
679,2026-04-20,Bawang Merah,39310
680,2026-04-20,Cabe Merah Keriting,38522
681,2026-04-20,Cabe Merah Besar,41444
682,2026-04-20,Jagung Pipilan Kering,6113
683,2026-04-20,Kedelai Biji Kering (Impor),10742
684,2026-04-20,Bawang Putih Bonggol,32148
685,2026-04-20,Cabe Rawit Merah,60022
686,2026-04-20,Beras premium,14720
687,2026-04-20,Beras SPHP,12460
688,2026-04-20,Tepung Terigu Kemasan,11780
689,2026-04-20,Sawi Putih,8000
690,2026-04-20,Pakcoy,8000
691,2026-04-20,Wortel,14000
692,2026-04-20,Brokoli,22000
693,2026-04-20,Kacang Panjang,8000
694,2026-04-20,Terong,9000
695,2026-04-20,Timun,8000
696,2026-04-20,Tomat,20000
697,2026-04-16,Beras Medium,13268
698,2026-04-16,Gula Pasir Konsumsi,17957
699,2026-04-16,Minyak Goreng Kemasan,21164
700,2026-04-16,Daging Ayam Ras,34875
701,2026-04-16,Telur Ayam Ras,28341
702,2026-04-16,Daging Sapi Murni,146786
703,2026-04-16,Bawang Merah,40280
704,2026-04-16,Cabe Merah Keriting,39889
705,2026-04-16,Cabe Merah Besar,41077
706,2026-04-16,Jagung Pipilan Kering,6113
707,2026-04-16,Kedelai Biji Kering (Impor),10700
708,2026-04-16,Bawang Putih Bonggol,32917
709,2026-04-16,Cabe Rawit Merah,63889
710,2026-04-16,Beras premium,14700
711,2026-04-16,Beras SPHP,12481
712,2026-04-16,Tepung Terigu Kemasan,11568
713,2026-04-16,Sawi Putih,8000
714,2026-04-16,Pakcoy,8000
715,2026-04-16,Wortel,14000
716,2026-04-16,Brokoli,22000
717,2026-04-16,Kacang Panjang,8000
718,2026-04-16,Terong,9000
719,2026-04-16,Timun,8000
720,2026-04-16,Tomat,19000
721,2026-04-13,Beras Medium,13224
722,2026-04-13,Gula Pasir Konsumsi,18425
723,2026-04-13,Minyak Goreng Kemasan,20694
724,2026-04-13,Daging Ayam Ras,35800
725,2026-04-13,Telur Ayam Ras,28306
726,2026-04-13,Daging Sapi Murni,146364
727,2026-04-13,Bawang Merah,39048
728,2026-04-13,Cabe Merah Keriting,34765
729,2026-04-13,Cabe Merah Besar,37083
730,2026-04-13,Jagung Pipilan Kering,6083
731,2026-04-13,Kedelai Biji Kering (Impor),10717
732,2026-04-13,Bawang Putih Bonggol,33273
733,2026-04-13,Cabe Rawit Merah,64529
734,2026-04-13,Beras premium,14765
735,2026-04-13,Beras SPHP,12480
736,2026-04-13,Tepung Terigu Kemasan,11553
737,2026-04-13,Sawi Putih,8000
738,2026-04-13,Pakcoy,7000
739,2026-04-13,Wortel,12000
740,2026-04-13,Brokoli,20000
741,2026-04-13,Kacang Panjang,7000
742,2026-04-13,Terong,9000
743,2026-04-13,Timun,8000
744,2026-04-13,Tomat,19000
745,2026-04-09,Beras Medium,13308
746,2026-04-09,Gula Pasir Konsumsi,18080
747,2026-04-09,Minyak Goreng Kemasan,21438
748,2026-04-09,Daging Ayam Ras,35095
749,2026-04-09,Telur Ayam Ras,27875
750,2026-04-09,Daging Sapi Murni,147941
751,2026-04-09,Bawang Merah,39893
752,2026-04-09,Cabe Merah Keriting,34043
753,2026-04-09,Cabe Merah Besar,39889
754,2026-04-09,Jagung Pipilan Kering,6100
755,2026-04-09,Kedelai Biji Kering (Impor),10708
756,2026-04-09,Bawang Putih Bonggol,32519
757,2026-04-09,Cabe Rawit Merah,71783
758,2026-04-09,Beras premium,14712
759,2026-04-09,Beras SPHP,12426
760,2026-04-09,Tepung Terigu Kemasan,11563
761,2026-04-09,Sawi Putih,7000
762,2026-04-09,Pakcoy,9000
763,2026-04-09,Wortel,14000
764,2026-04-09,Brokoli,22000
765,2026-04-09,Kacang Panjang,8000
766,2026-04-09,Terong,7000
767,2026-04-09,Timun,8000
768,2026-04-09,Tomat,17000
769,2026-04-06,Beras Medium,13310
770,2026-04-06,Gula Pasir Konsumsi,18058
771,2026-04-06,Minyak Goreng Kemasan,21480
772,2026-04-06,Daging Ayam Ras,36200
773,2026-04-06,Telur Ayam Ras,28300
774,2026-04-06,Daging Sapi Murni,147941
775,2026-04-06,Bawang Merah,40259
776,2026-04-06,Cabe Merah Keriting,33238
777,2026-04-06,Cabe Merah Besar,37647
778,2026-04-06,Jagung Pipilan Kering,6100
779,2026-04-06,Kedelai Biji Kering (Impor),10700
780,2026-04-06,Bawang Putih Bonggol,32600
781,2026-04-06,Cabe Rawit Merah,73262
782,2026-04-06,Beras premium,14688
783,2026-04-06,Beras SPHP,12430
784,2026-04-06,Tepung Terigu Kemasan,1500
785,2026-04-06,Sawi Putih,7000
786,2026-04-06,Pakcoy,7000
787,2026-04-06,Wortel,11000
788,2026-04-06,Brokoli,21000
789,2026-04-06,Kacang Panjang,8000
790,2026-04-06,Terong,8000
791,2026-04-06,Timun,8000
792,2026-04-06,Tomat,18000
793,2026-04-02,Beras Medium,13324
794,2026-04-02,Gula Pasir Konsumsi,17979
795,2026-04-02,Minyak Goreng Kemasan,21217
796,2026-04-02,Daging Ayam Ras,37714
797,2026-04-02,Telur Ayam Ras,28565
798,2026-04-02,Daging Sapi Murni,148529
799,2026-04-02,Bawang Merah,39556
800,2026-04-02,Cabe Merah Keriting,33913
801,2026-04-02,Cabe Merah Besar,39833
802,2026-04-02,Jagung Pipilan Kering,6050
803,2026-04-02,Kedelai Biji Kering (Impor),10492
804,2026-04-02,Bawang Putih Bonggol,32423
805,2026-04-02,Cabe Rawit Merah,77783
806,2026-04-02,Beras premium,14702
807,2026-04-02,Beras SPHP,12430
808,2026-04-02,Tepung Terigu Kemasan,11521
809,2026-04-02,Sawi Putih,7000
810,2026-04-02,Pakcoy,6000
811,2026-04-02,Wortel,11000
812,2026-04-02,Brokoli,20000
813,2026-04-02,Kacang Panjang,7000
814,2026-04-02,Terong,8000
815,2026-04-02,Timun,7000
816,2026-04-02,Tomat,18000
817,2026-03-30,Beras Medium,13331
818,2026-03-30,Gula Pasir Konsumsi,18146
819,2026-03-30,Minyak Goreng Kemasan,21217
820,2026-03-30,Daging Ayam Ras,40476
821,2026-03-30,Telur Ayam Ras,28978
822,2026-03-30,Daging Sapi Murni,148125
823,2026-03-30,Bawang Merah,38645
824,2026-03-30,Cabe Merah Keriting,37091
825,2026-03-30,Cabe Merah Besar,41176
826,2026-03-30,Jagung Pipilan Kering,6050
827,2026-03-30,Kedelai Biji Kering (Impor),10436
828,2026-03-30,Bawang Putih Bonggol,32875
829,2026-03-30,Cabe Rawit Merah,80682
830,2026-03-30,Beras premium,14705
831,2026-03-30,Beras SPHP,12463
832,2026-03-30,Tepung Terigu Kemasan,11543
833,2026-03-30,Sawi Putih,8000
834,2026-03-30,Pakcoy,7000
835,2026-03-30,Wortel,12000
836,2026-03-30,Brokoli,22000
837,2026-03-30,Kacang Panjang,8000
838,2026-03-30,Terong,8000
839,2026-03-30,Timun,8000
840,2026-03-30,Tomat,17000
841,2026-03-26,Beras Medium,13327
842,2026-03-26,Gula Pasir Konsumsi,17952
843,2026-03-26,Minyak Goreng Kemasan,21550
844,2026-03-26,Daging Ayam Ras,43211
845,2026-03-26,Telur Ayam Ras,29300
846,2026-03-26,Daging Sapi Murni,150000
847,2026-03-26,Bawang Merah,39250
848,2026-03-26,Cabe Merah Keriting,37941
849,2026-03-26,Cabe Merah Besar,43667
850,2026-03-26,Jagung Pipilan Kering,6050
851,2026-03-26,Kedelai Biji Kering (Impor),10491
852,2026-03-26,Bawang Putih Bonggol,32826
853,2026-03-26,Cabe Rawit Merah,65588
854,2026-03-26,Beras premium,14705
855,2026-03-26,Beras SPHP,12450
856,2026-03-26,Tepung Terigu Kemasan,11500
857,2026-03-26,Sawi Putih,8000
858,2026-03-26,Pakcoy,8000
859,2026-03-26,Wortel,12000
860,2026-03-26,Brokoli,22000
861,2026-03-26,Kacang Panjang,9000
862,2026-03-26,Terong,9000
863,2026-03-26,Timun,9000
864,2026-03-26,Tomat,16000
865,2026-03-16,Beras Medium,13338
866,2026-03-16,Gula Pasir Konsumsi,17963
867,2026-03-16,Minyak Goreng Kemasan,21220
868,2026-03-16,Daging Ayam Ras,40810
869,2026-03-16,Telur Ayam Ras,30000
870,2026-03-16,Daging Sapi Murni,147941
871,2026-03-16,Bawang Merah,40276
872,2026-03-16,Cabe Merah Keriting,43413
873,2026-03-16,Cabe Merah Besar,46833
874,2026-03-16,Jagung Pipilan Kering,6050
875,2026-03-16,Kedelai Biji Kering (Impor),10421
876,2026-03-16,Bawang Putih Bonggol,33111
877,2026-03-16,Cabe Rawit Merah,89609
878,2026-03-16,Beras premium,14727
879,2026-03-16,Beras SPHP,12424
880,2026-03-16,Tepung Terigu Kemasan,11625
881,2026-03-16,Sawi Putih,8000
882,2026-03-16,Pakcoy,9000
883,2026-03-16,Wortel,15000
884,2026-03-16,Brokoli,24000
885,2026-03-16,Kacang Panjang,8000
886,2026-03-16,Terong,8000
887,2026-03-16,Timun,9000
888,2026-03-16,Tomat,14000
889,2026-03-12,Beras Medium,13330
890,2026-03-12,Gula Pasir Konsumsi,17722
891,2026-03-12,Minyak Goreng Kemasan,21000
892,2026-03-12,Daging Ayam Ras,40400
893,2026-03-12,Telur Ayam Ras,28880
894,2026-03-12,Daging Sapi Murni,148125
895,2026-03-12,Bawang Merah,40379
896,2026-03-12,Cabe Merah Keriting,39609
897,2026-03-12,Cabe Merah Besar,40833
898,2026-03-12,Jagung Pipilan Kering,6063
899,2026-03-12,Kedelai Biji Kering (Impor),10346
900,2026-03-12,Bawang Putih Bonggol,33000
901,2026-03-12,Cabe Rawit Merah,91783
902,2026-03-12,Beras premium,14714
903,2026-03-12,Beras SPHP,12456
904,2026-03-12,Tepung Terigu Kemasan,11604
905,2026-03-12,Sawi Putih,8000
906,2026-03-12,Pakcoy,8000
907,2026-03-12,Wortel,13000
908,2026-03-12,Brokoli,22000
909,2026-03-12,Kacang Panjang,8000
910,2026-03-12,Terong,7000
911,2026-03-12,Timun,8000
912,2026-03-12,Tomat,13000
913,2026-03-09,Beras Medium,13315
914,2026-03-09,Gula Pasir Konsumsi,17704
915,2026-03-09,Minyak Goreng Kemasan,20771
916,2026-03-09,Daging Ayam Ras,39286
917,2026-03-09,Telur Ayam Ras,28902
918,2026-03-09,Daging Sapi Murni,139412
919,2026-03-09,Bawang Merah,40086
920,2026-03-09,Cabe Merah Keriting,35261
921,2026-03-09,Cabe Merah Besar,39444
922,2026-03-09,Jagung Pipilan Kering,6063
923,2026-03-09,Kedelai Biji Kering (Impor),9983
924,2026-03-09,Bawang Putih Bonggol,32556
925,2026-03-09,Cabe Rawit Merah,92761
926,2026-03-09,Beras premium,14708
927,2026-03-09,Beras SPHP,12405
928,2026-03-09,Tepung Terigu Kemasan,11563
929,2026-03-09,Sawi Putih,9000
930,2026-03-09,Pakcoy,8000
931,2026-03-09,Wortel,14000
932,2026-03-09,Brokoli,23000
933,2026-03-09,Kacang Panjang,8000
934,2026-03-09,Terong,8000
935,2026-03-09,Timun,8000
936,2026-03-09,Tomat,13000
937,2026-03-05,Beras Medium,13323
938,2026-03-05,Gula Pasir Konsumsi,17688
939,2026-03-05,Minyak Goreng Kemasan,20381
940,2026-03-05,Daging Ayam Ras,39941
941,2026-03-05,Telur Ayam Ras,29238
942,2026-03-05,Daging Sapi Murni,139286
943,2026-03-05,Bawang Merah,39696
944,2026-03-05,Cabe Merah Keriting,35895
945,2026-03-05,Cabe Merah Besar,39133
946,2026-03-05,Jagung Pipilan Kering,6063
947,2026-03-05,Kedelai Biji Kering (Impor),9927
948,2026-03-05,Bawang Putih Bonggol,32667
949,2026-03-05,Cabe Rawit Merah,90579
950,2026-03-05,Beras premium,14667
951,2026-03-05,Beras SPHP,12481
952,2026-03-05,Tepung Terigu Kemasan,11548
953,2026-03-05,Sawi Putih,8000
954,2026-03-05,Pakcoy,8000
955,2026-03-05,Wortel,15000
956,2026-03-05,Brokoli,21000
957,2026-03-05,Kacang Panjang,8000
958,2026-03-05,Terong,7000
959,2026-03-05,Timun,9000
960,2026-03-05,Tomat,14000
961,2026-03-02,Beras Medium,13323
962,2026-03-02,Gula Pasir Konsumsi,17619
963,2026-03-02,Minyak Goreng Kemasan,20368
964,2026-03-02,Daging Ayam Ras,39889
965,2026-03-02,Telur Ayam Ras,29947
966,2026-03-02,Daging Sapi Murni,139063
967,2026-03-02,Bawang Merah,39318
968,2026-03-02,Cabe Merah Keriting,33750
969,2026-03-02,Cabe Merah Besar,39643
970,2026-03-02,Jagung Pipilan Kering,6063
971,2026-03-02,Kedelai Biji Kering (Impor),9920
972,2026-03-02,Bawang Putih Bonggol,32810
973,2026-03-02,Cabe Rawit Merah,83250
974,2026-03-02,Beras premium,14698
975,2026-03-02,Beras SPHP,12456
976,2026-03-02,Tepung Terigu Kemasan,11425
977,2026-03-02,Sawi Putih,8000
978,2026-03-02,Pakcoy,7000
979,2026-03-02,Wortel,14000
980,2026-03-02,Brokoli,22000
981,2026-03-02,Kacang Panjang,9000
982,2026-03-02,Terong,7000
983,2026-03-02,Timun,8000
984,2026-03-02,Tomat,15000
985,2026-02-26,Beras Medium,13317
986,2026-02-26,Gula Pasir Konsumsi,17537
987,2026-02-26,Minyak Goreng Kemasan,20500
988,2026-02-26,Daging Ayam Ras,39476
989,2026-02-26,Telur Ayam Ras,30540
990,2026-02-26,Daging Sapi Murni,139000
991,2026-02-26,Bawang Merah,39931
992,2026-02-26,Cabe Merah Keriting,35348
993,2026-02-26,Cabe Merah Besar,38389
994,2026-02-26,Jagung Pipilan Kering,6063
995,2026-02-26,Kedelai Biji Kering (Impor),9933
996,2026-02-26,Bawang Putih Bonggol,32222
997,2026-02-26,Cabe Rawit Merah,79174
998,2026-02-26,Beras premium,14696
999,2026-02-26,Beras SPHP,12460
1000,2026-02-26,Tepung Terigu Kemasan,11479
1001,2026-02-26,Sawi Putih,8000
1002,2026-02-26,Pakcoy,8000
1003,2026-02-26,Wortel,13000
1004,2026-02-26,Brokoli,24000
1005,2026-02-26,Kacang Panjang,9000
1006,2026-02-26,Terong,9000
1007,2026-02-26,Timun,7000
1008,2026-02-26,Tomat,14000
1009,2026-02-23,Beras Medium,13285
1010,2026-02-23,Gula Pasir Konsumsi,17500
1011,2026-02-23,Minyak Goreng Kemasan,20417
1012,2026-02-23,Daging Ayam Ras,40000
1013,2026-02-23,Telur Ayam Ras,30660
1014,2026-02-23,Daging Sapi Murni,139118
1015,2026-02-23,Bawang Merah,40379
1016,2026-02-23,Cabe Merah Keriting,44043
1017,2026-02-23,Cabe Merah Besar,45278
1018,2026-02-23,Jagung Pipilan Kering,6013
1019,2026-02-23,Kedelai Biji Kering (Impor),9955
1020,2026-02-23,Bawang Putih Bonggol,31963
1021,2026-02-23,Cabe Rawit Merah,91969
1022,2026-02-23,Beras premium,14684
1023,2026-02-23,Beras SPHP,12400
1024,2026-02-23,Tepung Terigu Kemasan,11458
1025,2026-02-23,Sawi Putih,7500
1026,2026-02-23,Pakcoy,8000
1027,2026-02-23,Wortel,15000
1028,2026-02-23,Brokoli,22000
1029,2026-02-23,Kacang Panjang,9000
1030,2026-02-23,Terong,8000
1031,2026-02-23,Timun,6000
1032,2026-02-23,Tomat,12000
1033,2026-02-19,Beras Medium,13298
1034,2026-02-19,Gula Pasir Konsumsi,17442
1035,2026-02-19,Minyak Goreng Kemasan,20295
1036,2026-02-19,Daging Ayam Ras,40571
1037,2026-02-19,Telur Ayam Ras,30917
1038,2026-02-19,Daging Sapi Murni,139118
1039,2026-02-19,Bawang Merah,39862
1040,2026-02-19,Cabe Merah Keriting,43304
1041,2026-02-19,Cabe Merah Besar,44056
1042,2026-02-19,Jagung Pipilan Kering,6000
1043,2026-02-19,Kedelai Biji Kering (Impor),9892
1044,2026-02-19,Bawang Putih Bonggol,32538
1045,2026-02-19,Cabe Rawit Merah,85913
1046,2026-02-19,Beras premium,14670
1047,2026-02-19,Beras SPHP,12484
1048,2026-02-19,Tepung Terigu Kemasan,11543
1049,2026-02-19,Sawi Putih,7500
1050,2026-02-19,Pakcoy,8000
1051,2026-02-19,Wortel,15000
1052,2026-02-19,Brokoli,22000
1053,2026-02-19,Kacang Panjang,9000
1054,2026-02-19,Terong,8000
1055,2026-02-19,Timun,6000
1056,2026-02-19,Tomat,12000
1057,2026-02-12,Beras Medium,13290
1058,2026-02-12,Gula Pasir Konsumsi,17407
1059,2026-02-12,Minyak Goreng Kemasan,20333
1060,2026-02-12,Daging Ayam Ras,40857
1061,2026-02-12,Telur Ayam Ras,30060
1062,2026-02-12,Daging Sapi Murni,138824
1063,2026-02-12,Bawang Merah,39967
1064,2026-02-12,Cabe Merah Keriting,40739
1065,2026-02-12,Cabe Merah Besar,43611
1066,2026-02-12,Jagung Pipilan Kering,6025
1067,2026-02-12,Kedelai Biji Kering (Impor),9842
1068,2026-02-12,Bawang Putih Bonggol,32333
1069,2026-02-12,Cabe Rawit Merah,84000
1070,2026-02-12,Beras premium,14667
1071,2026-02-12,Beras SPHP,12484
1072,2026-02-12,Tepung Terigu Kemasan,11358
1073,2026-02-12,Sawi Putih,8000
1074,2026-02-12,Pakcoy,7000
1075,2026-02-12,Wortel,14000
1076,2026-02-12,Brokoli,24000
1077,2026-02-12,Kacang Panjang,8000
1078,2026-02-12,Terong,6000
1079,2026-02-12,Timun,7000
1080,2026-02-12,Tomat,14000
1081,2026-02-09,Beras Medium,13282
1082,2026-02-09,Gula Pasir Konsumsi,17444
1083,2026-02-09,Minyak Goreng Kemasan,20188
1084,2026-02-09,Daging Ayam Ras,40238
1085,2026-02-09,Telur Ayam Ras,30080
1086,2026-02-09,Daging Sapi Murni,138824
1087,2026-02-09,Bawang Merah,38733
1088,2026-02-09,Cabe Merah Keriting,37391
1089,2026-02-09,Cabe Merah Besar,42111
1090,2026-02-09,Jagung Pipilan Kering,6050
1091,2026-02-09,Kedelai Biji Kering (Impor),9792
1092,2026-02-09,Bawang Putih Bonggol,32481
1093,2026-02-09,Cabe Rawit Merah,78652
1094,2026-02-09,Beras premium,14652
1095,2026-02-09,Beras SPHP,12484
1096,2026-02-09,Tepung Terigu Kemasan,11583
1097,2026-02-09,Sawi Putih,9000
1098,2026-02-09,Pakcoy,7000
1099,2026-02-09,Wortel,13000
1100,2026-02-09,Brokoli,22000
1101,2026-02-09,Kacang Panjang,7000
1102,2026-02-09,Terong,7000
1103,2026-02-09,Timun,8000
1104,2026-02-09,Tomat,14000
1105,2026-02-05,Beras Medium,13030
1106,2026-02-05,Gula Pasir Konsumsi,17481
1107,2026-02-05,Minyak Goreng Kemasan,20271
1108,2026-02-05,Daging Ayam Ras,37000
1109,2026-02-05,Telur Ayam Ras,27440
1110,2026-02-05,Daging Sapi Murni,138438
1111,2026-02-05,Bawang Merah,39300
1112,2026-02-05,Cabe Merah Keriting,34957
1113,2026-02-05,Cabe Merah Besar,40833
1114,2026-02-05,Jagung Pipilan Kering,6100
1115,2026-02-05,Kedelai Biji Kering (Impor),9792
1116,2026-02-05,Bawang Putih Bonggol,32407
1117,2026-02-05,Cabe Rawit Merah,75478
1118,2026-02-05,Beras premium,14644
1119,2026-02-05,Beras SPHP,12484
1120,2026-02-05,Tepung Terigu Kemasan,11521
1121,2026-02-05,Sawi Putih,8000
1122,2026-02-05,Pakcoy,8000
1123,2026-02-05,Wortel,14000
1124,2026-02-05,Brokoli,23000
1125,2026-02-05,Kacang Panjang,7000
1126,2026-02-05,Terong,8000
1127,2026-02-05,Timun,7000
1128,2026-02-05,Tomat,13000
1129,2026-02-04,Beras Medium,13324
1130,2026-02-04,Gula Pasir Konsumsi,17979
1131,2026-02-04,Minyak Goreng Kemasan,21217
1132,2026-02-04,Daging Ayam Ras,37714
1133,2026-02-04,Telur Ayam Ras,28565
1134,2026-02-04,Daging Sapi Murni,148529
1135,2026-02-04,Bawang Merah,39556
1136,2026-02-04,Cabe Merah Keriting,33913
1137,2026-02-04,Cabe Merah Besar,39833
1138,2026-02-04,Jagung Pipilan Kering,6050
1139,2026-02-04,Kedelai Biji Kering (Impor),10492
1140,2026-02-04,Bawang Putih Bonggol,32423
1141,2026-02-04,Cabe Rawit Merah,77783
1142,2026-02-04,Beras premium,14702
1143,2026-02-04,Beras SPHP,12430
1144,2026-02-04,Tepung Terigu Kemasan,11521
1145,2026-02-04,Sawi Putih,7000
1146,2026-02-04,Pakcoy,6000
1147,2026-02-04,Wortel,11000
1148,2026-02-04,Brokoli,20000
1149,2026-02-04,Kacang Panjang,7000
1150,2026-02-04,Terong,8000
1151,2026-02-04,Timun,7000
1152,2026-02-04,Tomat,18000
1153,2026-02-02,Beras Medium,13289
1154,2026-02-02,Gula Pasir Konsumsi,17497
1155,2026-02-02,Minyak Goreng Kemasan,20071
1156,2026-02-02,Daging Ayam Ras,35722
1157,2026-02-02,Telur Ayam Ras,27409
1158,2026-02-02,Daging Sapi Murni,138529
1159,2026-02-02,Bawang Merah,38000
1160,2026-02-02,Cabe Merah Keriting,32368
1161,2026-02-02,Cabe Merah Besar,39250
1162,2026-02-02,Jagung Pipilan Kering,6100
1163,2026-02-02,Kedelai Biji Kering (Impor),9792
1164,2026-02-02,Bawang Putih Bonggol,32792
1165,2026-02-02,Cabe Rawit Merah,62158
1166,2026-02-02,Beras premium,14633
1167,2026-02-02,Beras SPHP,12456
1168,2026-02-02,Tepung Terigu Kemasan,11500
1169,2026-02-02,Sawi Putih,7000
1170,2026-02-02,Pakcoy,8000
1171,2026-02-02,Wortel,14000
1172,2026-02-02,Brokoli,22000
1173,2026-02-02,Kacang Panjang,7000
1174,2026-02-02,Terong,7000
1175,2026-02-02,Timun,7000
1176,2026-02-02,Tomat,14000
1177,2026-01-29,Beras Medium,12974
1178,2026-01-29,Gula Pasir Konsumsi,17444
1179,2026-01-29,Minyak Goreng Kemasan,20146
1180,2026-01-29,Daging Ayam Ras,35429
1181,2026-01-29,Telur Ayam Ras,27280
1182,2026-01-29,Daging Sapi Murni,139118
1183,2026-01-29,Bawang Merah,37400
1184,2026-01-29,Cabe Merah Keriting,35217
1185,2026-01-29,Cabe Merah Besar,40167
1186,2026-01-29,Jagung Pipilan Kering,6175
1187,2026-01-29,Kedelai Biji Kering (Impor),9783
1188,2026-01-29,Bawang Putih Bonggol,32333
1189,2026-01-29,Cabe Rawit Merah,55739
1190,2026-01-29,Beras premium,14646
1191,2026-01-29,Beras SPHP,12460
1192,2026-01-29,Tepung Terigu Kemasan,11563
1193,2026-01-29,Sawi Putih,8000
1194,2026-01-29,Pakcoy,8000
1195,2026-01-29,Wortel,16000
1196,2026-01-29,Brokoli,28000
1197,2026-01-29,Kacang Panjang,9000
1198,2026-01-29,Terong,8000
1199,2026-01-29,Timun,7000
1200,2026-01-29,Tomat,14000
1201,2026-01-26,Beras Medium,13397
1202,2026-01-26,Gula Pasir Konsumsi,17421
1203,2026-01-26,Minyak Goreng Kemasan,20447
1204,2026-01-26,Daging Ayam Ras,35100
1205,2026-01-26,Telur Ayam Ras,27571
1206,2026-01-26,Daging Sapi Murni,140000
1207,2026-01-26,Bawang Merah,37870
1208,2026-01-26,Cabe Merah Keriting,31765
1209,2026-01-26,Cabe Merah Besar,40308
1210,2026-01-26,Jagung Pipilan Kering,6340
1211,2026-01-26,Kedelai Biji Kering (Impor),9761
1212,2026-01-26,Bawang Putih Bonggol,33150
1213,2026-01-26,Cabe Rawit Merah,47824
1214,2026-01-26,Beras premium,14717
1215,2026-01-26,Beras SPHP,12436
1216,2026-01-26,Tepung Terigu Kemasan,11778
1217,2026-01-26,Sawi Putih,7000
1218,2026-01-26,Pakcoy,9000
1219,2026-01-26,Wortel,13000
1220,2026-01-26,Brokoli,21000
1221,2026-01-26,Kacang Panjang,8000
1222,2026-01-26,Terong,9000
